192.187.110.98 - - [Fri, 14 Aug 2015 11:47:10 GMT] "GET http://testp4.pospr.waw.pl/testproxy.php HTTP/1.1" 404 52 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0"
66.249.83.167 - - [Fri, 14 Aug 2015 11:51:05 GMT] "GET / HTTP/1.1" 200 10340 "-" "Google favicon"
66.249.83.167 - - [Fri, 14 Aug 2015 11:51:05 GMT] "GET /favicon.ico HTTP/1.1" 404 24 "-" "Google favicon"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET / HTTP/1.1" 200 10340 "http://forum.botoflegends.com/user/127916-the-law/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/css/style.css HTTP/1.1" 200 7203 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/css/bootstrap-responsive.min.css HTTP/1.1" 200 17889 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/img/logo1.png HTTP/1.1" 200 1597 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/css/bootstrap.min.css HTTP/1.1" 200 110196 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/js/bootstrap.min.js HTTP/1.1" 200 25526 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/js/jquery.scrollTo-1.4.3.1-min.js HTTP/1.1" 200 4041 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/js/jquery.easing-1.3.min.js HTTP/1.1" 200 3436 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/js/default.js HTTP/1.1" 200 975 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/img/1.png HTTP/1.1" 200 168332 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:47 GMT] "GET /themes/img/2.png HTTP/1.1" 200 46631 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/glyphicons-halflings.png HTTP/1.1" 200 12799 "http://www.handsfreeleveler.com/themes/css/bootstrap.min.css" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/img-3.png HTTP/1.1" 200 2120 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/img-2.png HTTP/1.1" 200 5195 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/img-1.png HTTP/1.1" 200 4291 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/logic.png HTTP/1.1" 200 13002 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:48 GMT] "GET /themes/img/3.png HTTP/1.1" 200 127407 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:49 GMT] "GET /themes/img/any.png HTTP/1.1" 200 247966 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
94.123.200.211 - - [Fri, 14 Aug 2015 12:16:52 GMT] "GET /favicon.ico HTTP/1.1" 404 24 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
100.43.85.13 - - [Fri, 14 Aug 2015 13:03:55 GMT] "GET /robots.txt HTTP/1.1" 404 23 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
46.185.117.31 - - [Fri, 14 Aug 2015 13:40:33 GMT] "GET / HTTP/1.1" 200 10340 "http://gdcentre.ru/" "Mozilla/3.0 (x86 [en] Windows NT 5.1; Sun)"
46.185.117.31 - - [Fri, 14 Aug 2015 13:40:33 GMT] "GET / HTTP/1.1" 200 10340 "http://gdcentre.ru/" "Mozilla/3.0 (x86 [en] Windows NT 5.1; Sun)"
46.185.117.31 - - [Fri, 14 Aug 2015 13:40:34 GMT] "GET / HTTP/1.1" 200 10340 "http://gdcentre.ru/" "Mozilla/3.0 (x86 [en] Windows NT 5.1; Sun)"
141.8.143.176 - - [Fri, 14 Aug 2015 13:43:32 GMT] "GET /client HTTP/1.1" 200 - "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
176.8.90.218 - - [Fri, 14 Aug 2015 16:13:34 GMT] "GET / HTTP/1.1" 200 10340 "http://waplocator.com/tags/" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)"
176.8.90.218 - - [Fri, 14 Aug 2015 16:13:35 GMT] "GET / HTTP/1.1" 200 10340 "http://waplocator.com/tags/" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)"
176.8.90.218 - - [Fri, 14 Aug 2015 16:13:36 GMT] "GET / HTTP/1.1" 200 10340 "http://waplocator.com/tags/" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)"
192.65.247.219 - - [Fri, 14 Aug 2015 16:23:21 GMT] "GET / HTTP/1.1" 200 10340 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)"
218.246.34.99 - - [Fri, 14 Aug 2015 16:26:52 GMT] "POST /view.action HTTP/1.1" 404 25 "-" "Mozilla/5.0"
218.246.34.99 - - [Fri, 14 Aug 2015 16:26:53 GMT] "POST /login.do HTTP/1.1" 404 22 "-" "Mozilla/5.0"
218.246.34.99 - - [Fri, 14 Aug 2015 16:26:55 GMT] "POST /toindex.do HTTP/1.1" 404 24 "-" "Mozilla/5.0"
218.246.34.99 - - [Fri, 14 Aug 2015 16:37:55 GMT] "POST /login.action HTTP/1.1" 404 26 "-" "Mozilla/5.0"
222.186.21.41 - - [Fri, 14 Aug 2015 16:47:46 GMT] "GET /manager/html HTTP/1.1" 404 25 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
222.186.21.41 - - [Fri, 14 Aug 2015 16:47:56 GMT] "GET /manager/html HTTP/1.1" 404 25 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
222.186.21.41 - - [Fri, 14 Aug 2015 16:48:05 GMT] "GET /manager/html HTTP/1.1" 404 25 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
222.186.21.41 - - [Fri, 14 Aug 2015 16:48:14 GMT] "GET /manager/html HTTP/1.1" 404 25 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
222.186.21.41 - - [Fri, 14 Aug 2015 16:48:23 GMT] "GET /manager/html HTTP/1.1" 404 25 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET / HTTP/1.1" 200 10340 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/css/style.css HTTP/1.1" 200 7203 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/css/bootstrap-responsive.min.css HTTP/1.1" 200 17889 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/js/jquery.scrollTo-1.4.3.1-min.js HTTP/1.1" 200 4041 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/js/bootstrap.min.js HTTP/1.1" 200 25526 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/css/bootstrap.min.css HTTP/1.1" 200 110196 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/js/jquery.easing-1.3.min.js HTTP/1.1" 200 3436 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:25 GMT] "GET /themes/js/default.js HTTP/1.1" 200 975 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:26 GMT] "GET /themes/img/logo1.png HTTP/1.1" 200 1597 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:26 GMT] "GET /themes/img/2.png HTTP/1.1" 200 46631 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
81.171.56.229 - - [Fri, 14 Aug 2015 18:19:26 GMT] "GET /themes/img/img-1.png HTTP/1.1" 200 4291 "http://www.handsfreeleveler.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
